,name,difficulty_code,district,difficulty,description,polyline
6492,BURKE GILMAN TRL,e,Current,#00FF00,Multi use Trail,"[(48.939202535974324, -110.10048065514044), (48.9393557677742, -110.10059713035245), (48.93956924141514, -110.10077146277315), (48.93974812908781, -110.1009282480232), (48.93982529708198, -110.10099831667883), (48.9399250390108, -110.10109084732208), (48.94015268123871, -110.1013108547406), (48.94027994168943, -110.10143940670669), (48.94046494868793, -110.10163445804535), (48.94216192944875, -110.10350723080502), (48.942352544385635, -110.10371271076217), (48.94249309049377, -110.10385940020646), (48.942762148375266, -110.10413226041362), (48.94303516739743, -110.1043963328894), (48.94323443602101, -110.1045827240122), (48.943389544484916, -110.10472004903248), (48.94353161963678, -110.10483871413128), (48.94369125993145, -110.10496449258105), (48.94375579592868, -110.10501273476386), (48.943869691113484, -110.10509452629982), (48.94398446764913, -110.10517302865937), (48.9441500427692, -110.10527875071217), (48.94425033619509, -110.10533917686561), (48.94446136192846, -110.10545761569423), (48.944529218298975, -110.10549329865285), (48.94470010926145, -110.10557832672396), (48.94488951105561, -110.1056645291496), (48.945062738629986, -110.10573784599285), (48.9452544761286, -110.1058123020875), (48.94534197394969, -110.10584376342842), (48.945464753737475, -110.10588518092625), (48.94562322380505, -110.10593471038167)]"
6493,MELROSE CONNECTOR TRL,e,Current,#00FF00,Multi use Trail,"[(48.60869042417795, -110.33333420235006), (48.611859366460166, -110.33266736737886)]"
6494,DUWAMISH RIVER TRL,e,Current,#00FF00,Multi use Trail,"[(48.33887186316616, -110.44513059307114), (48.33916920197965, -110.4436079508515), (48.338935001332956, -110.43998236887069), (48.33753255666462, -110.43523730178578), (48.33602909980184, -110.42977176114847), (48.33538548454691, -110.4288494291849)]"
6498,E YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.52158812384608, -110.24551578112666), (48.52127553759002, -110.24259462258162)]"
6499,LAKE WASHINGTON BLVD E,d,Current,#FF0000,In street minor separation,"[(48.59542189372889, -110.21180155654665), (48.59544865177227, -110.21199250642974), (48.5954822986862, -110.21219536416075), (48.59551022466943, -110.21234281643846), (48.59554086798928, -110.2124890375949), (48.59558056294392, -110.21266009559356), (48.59562051512411, -110.21281616238603), (48.595663605715956, -110.21297032132073), (48.595709795709155, -110.21312242641372), (48.595763279141394, -110.21328472557191), (48.59581578056867, -110.21343210381069), (48.59587599468031, -110.21358895420053), (48.59593459912786, -110.21373100807564), (48.596001297505964, -110.21388177809366), (48.596065765907, -110.21401793051224), (48.59613295861254, -110.21415106005792)]"
6501,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.79642231377801, -110.51877177142016), (48.797232829425134, -110.52733252865961), (48.797142326587704, -110.52770429280395)]"
6502,NE 65TH ST,d,Current,#FF0000,In street minor separation,"[(48.77141249814566, -110.2775205389725), (48.771397337406334, -110.27738822386833), (48.77122638167806, -110.27584442810958)]"
6504,FREMONT AVE N,e,Current,#00FF00,Enhanced Street,"[(48.884912742897654, -110.34311792819693), (48.88717779404341, -110.3426176972036)]"
6507,BROADWAY,i,Current,#FFFF00,In street major separation,"[(48.54822573858198, -110.32351462620126), (48.550439711118784, -110.32299709861476), (48.55099739740836, -110.3228666823227)]"
6511,E PINE ST,d,Current,#FF0000,In street minor separation,"[(48.57579597172877, -110.33314600979753), (48.57545261449907, -110.3296536044312)]"
6512,S CLOVERDALE ST,d,Current,#FF0000,In street minor separation,"[(48.28632927468409, -110.38361116597261), (48.285731993563054, -110.37806606969163), (48.28537247954342, -110.37472962786998)]"
6514,4TH AVE,i,Current,#FFFF00,In street major separation,"[(48.53524182832659, -110.35595077201383), (48.53605989931602, -110.35646689087747)]"
6515,STONE WAY N,d,Current,#FF0000,In street minor separation,"[(48.71351978878385, -110.35768576988073), (48.71478167638561, -110.35732117744246), (48.71582879545971, -110.35701864105134)]"
6516,BEACH DR SW,d,Current,#FF0000,Sharrows,"[(48.41499578610599, -110.62666704827922), (48.408219346456676, -110.62321702048905), (48.40697426298594, -110.6225832370072), (48.40682029633239, -110.6226056269796), (48.4058228445058, -110.62275069825257), (48.4051636337382, -110.62283746089068)]"
6518,LINCOLN PARK WAY SW,d,Current,#FF0000,In street minor separation,"[(48.35555942087914, -110.62064661204865), (48.35517716444336, -110.62008727297145), (48.35481768845921, -110.61949491267235), (48.354482333210974, -110.61887172986127), (48.353799436010945, -110.61752276290032), (48.35324481887566, -110.61642909239633)]"
6519,LINCOLN PARK WAY SW,d,Current,#FF0000,In street minor separation,"[(48.35324481887566, -110.61642909239633), (48.353244887032986, -110.61642907525487), (48.35314380162669, -110.6162576747381), (48.35314272058851, -110.6162561244777), (48.35308522755793, -110.61617369374575), (48.35303341799347, -110.6160994012876), (48.35291447931204, -110.61595574043382), (48.352787854520514, -110.61582773776767), (48.3526544543753, -110.6157163084926), (48.35251542012662, -110.61562237387017), (48.35087923963726, -110.61464898320207), (48.35042266974043, -110.61437737287514), (48.350296687402576, -110.61431043673042), (48.350167741572854, -110.61425772367012), (48.35003653384491, -110.61421952162645)]"
6522,EAST STEVENS WAY NE,d,Current,#FF0000,Sharrows,"[(48.75282445722994, -110.57674442654398), (48.75343338734066, -110.57727471358365), (48.75606682366173, -110.57786456275323), (48.76029500818776, -110.57901843373413), (48.76137982604076, -110.57912383702552), (48.763374977933005, -110.57868973364772), (48.764567666478214, -110.57861323374179), (48.76596547922663, -110.57773579678161)]"
6524,NE 75TH ST,d,Current,#FF0000,In street minor separation,"[(48.78859361039589, -110.2140289557915), (48.7881688849397, -110.20996599967275), (48.788154831747406, -110.2098315480123), (48.788126718944135, -110.20956268133912)]"
6525,12TH AVE S,e,Current,#00FF00,Enhanced Street,"[(48.37980783893972, -110.35116834144948), (48.377494436158415, -110.35173285456705)]"
6532,31ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.4598674029851, -110.25063486399158), (48.458593513166335, -110.25093687738573)]"
6539,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.364900120232896, -110.30525871557047), (48.36226541600055, -110.30510210547233)]"
6541,FAUNTLEROY WAY SW,i,Current,#FFFF00,In street major separation,"[(48.39596177691213, -110.56475715805674), (48.39019684092391, -110.56630683560604)]"
6543,32ND AVE NW,d,Current,#FF0000,In street minor separation,"[(48.799583320266066, -110.52714359937472), (48.80093335035972, -110.52683258514008)]"
6545,E CHERRY ST,d,Current,#FF0000,In street minor separation,"[(48.54095141442518, -110.22995705189939), (48.540535738421276, -110.22650281417447)]"
6548,EAST MARGINAL WAY S,i,Current,#FFFF00,In street major separation,"[(48.32894356278122, -110.37906872291438), (48.325967162390135, -110.375484640335)]"
6549,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.74587474524696, -110.26504744883373), (48.74734288141189, -110.26469679280412), (48.74846561363089, -110.26442948549993)]"
6550,51ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.2141839009404, -110.23142985356685), (48.21174620944462, -110.23206107472966)]"
6554,PHINNEY AVE N,i,Current,#FFFF00,In street major separation,"[(48.76035440607637, -110.38724414631201), (48.76257374103348, -110.38670032827939)]"
6555,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.78346375207755, -110.25628405604854), (48.78570723993574, -110.25579656877434)]"
6556,32ND AVE NW,d,Current,#FF0000,In street minor separation,"[(48.778894701477455, -110.53185499804646), (48.778940266351924, -110.53184446237955), (48.78126270143609, -110.53131465232279)]"
6558,22ND AVE SW,e,Current,#00FF00,Enhanced Street,"[(48.441964624892975, -110.48500231322285), (48.43629690659221, -110.48645381403935), (48.43611289041291, -110.48650093378816)]"
6559,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.33809407245352, -110.30326345010222), (48.337107136695366, -110.30319246605833)]"
6560,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.74434500889168, -110.43101706222483), (48.74670764629375, -110.43045167617554)]"
6561,S SPOKANE ST,e,Current,#00FF00,Multi use Trail,"[(48.4407250715386, -110.42811159407375), (48.440512857058344, -110.42555249274466)]"
6564,EASTLAKE AVE E,i,Current,#FFFF00,In street major separation,"[(48.620592138905614, -110.33514884081879), (48.62181173743299, -110.33487046462706), (48.626356957430616, -110.3283301834832)]"
6565,EASTLAKE AVE E,i,Current,#FFFF00,In street major separation,"[(48.61794433873226, -110.33572685123869), (48.61937716497561, -110.33542614787002), (48.620592138905614, -110.33514884081879)]"
6567,S GENESEE ST,d,Current,#FF0000,In street minor separation,"[(48.39167439749452, -110.19585399803496), (48.391251873547624, -110.1917199049155)]"
6568,NE RAVENNA BLVD,i,Current,#FFFF00,In street major separation,"[(48.78517590922096, -110.28399026786732), (48.781493490674855, -110.28241364329436)]"
6571,S SNOQUALMIE ST,e,Current,#00FF00,Enhanced Street,"[(48.399354696300364, -110.34549685567788), (48.399273536048874, -110.3446976940446), (48.39927235551718, -110.34468606504198), (48.399091022091696, -110.34290267493003)]"
6572,E PINE ST,d,Current,#FF0000,In street minor separation,"[(48.57464927364988, -110.32191720746846), (48.57422055435237, -110.317514460333)]"
6573,S JACKSON ST,d,Current,#FF0000,Sharrows,"[(48.52596749519039, -110.36538340935678), (48.52596042854796, -110.36531656872961), (48.52551331356565, -110.36108882802834)]"
6579,SW THISTLE ST,d,Current,#FF0000,In street minor separation,"[(48.30690181082095, -110.52330295002405), (48.3073584657503, -110.52774328338127)]"
6580,NE 125TH ST,i,Current,#FFFF00,In street major separation,"[(48.90589930341913, -110.18321641752125), (48.90589630864455, -110.18319012863469), (48.90562385185131, -110.18079627862323)]"
6581,E UNION ST,i,Current,#FFFF00,In street major separation,"[(48.5616633483838, -110.27125651933727), (48.56125335324336, -110.26696937034612)]"
6584,CALIFORNIA AVE SW,d,Current,#FF0000,Sharrows,"[(48.42134317410327, -110.57637184746991), (48.415584622346046, -110.577884646128)]"
6585,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.294647885555, -110.27547110440025), (48.29441329585028, -110.2754264371377), (48.29253726064522, -110.27488143038022), (48.29230042339841, -110.27481209986962)]"
6587,NE 70TH ST,d,Current,#FF0000,In street minor separation,"[(48.78118510997904, -110.25677914500031), (48.78052290923983, -110.25101312018568)]"
6589,S COLUMBIAN WAY,i,Current,#FFFF00,In street major separation,"[(48.38949036815706, -110.30962631179497), (48.38839258384066, -110.30725911391406), (48.388391044664765, -110.30690899324077)]"
6592,N 43RD ST,e,Current,#00FF00,Enhanced Street,"[(48.72269870157321, -110.34256651090584), (48.72226779666122, -110.33862454990614)]"
6595,31ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.47276633643996, -110.24816157598838), (48.472756685819625, -110.24816149473938), (48.47274593007114, -110.24816132546785), (48.472735173587935, -110.24816107246033), (48.47272441668592, -110.24816073914737), (48.47271366392577, -110.24816032457854), (48.47270291074685, -110.2481598297035), (48.47269215942931, -110.24815925404808), (48.47268141193842, -110.2481585937078), (48.47267066434432, -110.24815785649137), (48.472659920260625, -110.24815703116045), (48.472649180950704, -110.24815613143342), (48.47263936240774, -110.24815230666013), (48.47082761861094, -110.24808731913157)]"
6602,15TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.469457421170894, -110.3172463851743), (48.46715036635779, -110.31781777299285)]"
6603,AIRPORT WAY S,i,Current,#FFFF00,In street major separation,"[(48.35901619044561, -110.35512502121932), (48.357514759651984, -110.35404364508001), (48.35657510291025, -110.3525954495532)]"
6604,MOUNTAINS TO SOUND TRL,e,Current,#00FF00,Multi use Trail,"[(48.484685244970706, -110.2765529036359), (48.485223486398375, -110.27620927311553), (48.48591849593689, -110.27584581131445), (48.48634795620113, -110.27572184693733), (48.48689092721453, -110.27556511479928), (48.486994751595994, -110.27533751249857), (48.487043393483646, -110.27508447159887)]"
6605,ELLIOTT BAY TRL,e,Current,#00FF00,Multi use Trail,"[(48.65630797373621, -110.52222049987408), (48.657249330551565, -110.5227282686849), (48.65856112903033, -110.52411646612455), (48.658789741577365, -110.52425803959221), (48.659074362333094, -110.52437567838297), (48.65953187212786, -110.52438292118092), (48.659777726233735, -110.52434544677556), (48.66009150591846, -110.52423145781187), (48.66042270483998, -110.52412646652532), (48.66072945216974, -110.52396017120431), (48.66160305394988, -110.52283303040029), (48.66264617484825, -110.52084016670838), (48.663263377436394, -110.51947312152018), (48.663590260796845, -110.5188548331706), (48.665912466087036, -110.51490839763024), (48.6661276909864, -110.51471408129704), (48.66637069457902, -110.51455172548441), (48.66663221401453, -110.51441068280756), (48.66698677589526, -110.51428831309522), (48.66729744459913, -110.51418756602611), (48.671473817732526, -110.51337440298552), (48.671752945935964, -110.51343043000114), (48.672361513465, -110.51326883533243), (48.672617073427276, -110.51315406460844), (48.6729323975756, -110.51296440869496), (48.67360312111147, -110.51294065584997), (48.67392018798614, -110.51286352211092), (48.67472654876551, -110.51245505096148), (48.675252246507846, -110.51215315266117), (48.67585051197896, -110.5115044564351), (48.676501082406254, -110.5104186161296), (48.676834722502534, -110.51006213159405), (48.677457848457124, -110.50978462537832), (48.677662053263624, -110.50946704873218), (48.67771856105703, -110.50889106844195), (48.67802221370342, -110.50847796357026), (48.67837016305797, -110.50828160710842), (48.678570348148945, -110.50829792273142), (48.67874298647278, -110.508456491843), (48.67911641136377, -110.50919573279404), (48.67934018308301, -110.50937591922975), (48.67978818364493, -110.50949750949512), (48.68001751057821, -110.50942603290123), (48.68163207282059, -110.50788014066978), (48.68183847498016, -110.50758717468604), (48.68201556656354, -110.50721917227625), (48.682176348654586, -110.50662762205988), (48.68225246123645, -110.5060852262837), (48.682259178791995, -110.50476665481814), (48.68241157016152, -110.5035381434406)]"
6606,CHIEF SEALTH TRL,e,Current,#00FF00,Multi use Trail,"[(48.35402014677543, -110.28609911626742), (48.35388442260604, -110.2861362572521), (48.35377440490958, -110.28617404846685), (48.353689574293874, -110.2862316679182), (48.353599435792646, -110.28634046589232), (48.35352646618733, -110.286490787339), (48.35339915827211, -110.28695784698147), (48.353352845276, -110.28710765869155), (48.35328936335909, -110.28721594619802), (48.35321853871773, -110.2872806834828), (48.353138001231386, -110.2873123686979), (48.353034646391365, -110.28731372029306), (48.35116762829012, -110.2866483286999), (48.349408136386465, -110.28599077768983), (48.34906526846804, -110.28594740927684), (48.34877679329192, -110.28591861629761), (48.34866303239837, -110.28591493068032), (48.34852839073001, -110.28588153218739), (48.34591846051308, -110.28473364415437), (48.34301866059985, -110.28339404520662), (48.34254410848625, -110.28311793965862), (48.34245414065831, -110.28302767101702), (48.34234912612399, -110.2828724576645), (48.34228541031367, -110.28272231205717), (48.3422402686025, -110.28252748831139), (48.34222184076722, -110.2823271362571), (48.34215669898582, -110.28071537945193)]"
